Entity,Code,Year,Share of global annual CO₂ emissions,Share of world population,World Bank's income classification
Albania,ALB,1999,0.012015082,0.052366443,Lower-middle-income countries
Albania,ALB,2000,0.011857548,0.051301025,Lower-middle-income countries
Albania,ALB,2001,0.012528667,0.050327305,Lower-middle-income countries
Albania,ALB,2002,0.01426453,0.049451362,Lower-middle-income countries
Albania,ALB,2003,0.015553229,0.048565675,Lower-middle-income countries
Albania,ALB,2004,0.014587211,0.047646977,Lower-middle-income countries
Albania,ALB,2005,0.014389668,0.046700608,Lower-middle-income countries
Albania,ALB,2006,0.012768265,0.045729235,Lower-middle-income countries
Albania,ALB,2007,0.01252264,0.044735074,Lower-middle-income countries
Albania,ALB,2008,0.013708971,0.043727834,Lower-middle-income countries
Albania,ALB,2009,0.013970462,0.04271725,Upper-middle-income countries
Albania,ALB,2010,0.014341884,0.04170951,Upper-middle-income countries
Albania,ALB,2011,0.01540283,0.040944047,Lower-middle-income countries
Albania,ALB,2012,0.013857306,0.04040996,Upper-middle-income countries
Albania,ALB,2013,0.014977952,0.03987455,Upper-middle-income countries
Albania,ALB,2014,0.016924215,0.039337564,Upper-middle-income countries
Albania,ALB,2015,0.0133093,0.03880111,Upper-middle-income countries
Albania,ALB,2016,0.013078532,0.03833892,Upper-middle-income countries
Albania,ALB,2017,0.014707038,0.037907295,Upper-middle-income countries
Albania,ALB,2018,0.013326698,0.03744201,Upper-middle-income countries
Albania,ALB,2019,0.013009132,0.036933858,Upper-middle-income countries
Albania,ALB,2020,0.01341193,0.036413725,Upper-middle-income countries
Albania,ALB,2021,0.013879101,0.03582452,Upper-middle-income countries
Albania,ALB,2022,0.01387192,0.03525086,Upper-middle-income countries
Albania,ALB,2023,0.013612239,0.034747306,Upper-middle-income countries
Albania,ALB,-10000,,0.026637625,
Albania,ALB,-9000,,0.03514957,
Albania,ALB,-8000,,0.045552585,
Albania,ALB,-7000,,0.05754425,
Albania,ALB,-6000,,0.06970767,
Albania,ALB,-5000,,0.08054,
Albania,ALB,-4000,,0.089098185,
Albania,ALB,-3000,,0.096135125,
Albania,ALB,-2000,,0.09826778,
Albania,ALB,-1000,,0.10770153,
Albania,ALB,0,,0.085420415,
Albania,ALB,100,,0.083780706,
Albania,ALB,200,,0.08257236,
Albania,ALB,300,,0.08739548,
Albania,ALB,400,,0.08241765,
Albania,ALB,500,,0.07869112,
Albania,ALB,600,,0.07347989,
Albania,ALB,700,,0.07178114,
Albania,ALB,800,,0.06996183,
Albania,ALB,900,,0.06427919,
Albania,ALB,1000,,0.061830945,
Albania,ALB,1100,,0.050265163,
Albania,ALB,1200,,0.044978794,
Albania,ALB,1300,,0.0438358,
Albania,ALB,1400,,0.045217235,
Albania,ALB,1500,,0.039757393,
Albania,ALB,1600,,0.038748603,
Albania,ALB,1700,,0.05038148,
Albania,ALB,1710,,0.050392907,
Albania,ALB,1720,,0.049805705,
Albania,ALB,1730,,0.04982114,
Albania,ALB,1740,,0.049224198,
Albania,ALB,1750,,0.047403798,
Albania,ALB,1760,,0.046748832,
Albania,ALB,1770,,0.045886263,
Albania,ALB,1780,,0.04343583,
Albania,ALB,1790,,0.042742904,
Albania,ALB,1800,,0.041889537,
Albania,ALB,1810,,0.040634256,
Albania,ALB,1820,,0.041011292,
Albania,ALB,1830,,0.039807685,
Albania,ALB,1840,,0.03951711,
Albania,ALB,1850,,0.038964786,
Albania,ALB,1860,,0.040859405,
Albania,ALB,1870,,0.044917177,
Albania,ALB,1880,,0.04656673,
Albania,ALB,1890,,0.047199514,
Albania,ALB,1900,,0.048243552,
Albania,ALB,1910,,0.048941646,
Albania,ALB,1920,,0.048822135,
Albania,ALB,1930,,0.047258407,
Albania,ALB,2024,,0.03420444,
Albania,ALB,2025,,0.03366905,
Albania,ALB,2026,,0.03314217,
Albania,ALB,2027,,0.032634594,
Albania,ALB,2028,,0.032141596,
Albania,ALB,2029,,0.031657282,
Albania,ALB,2030,,0.031180337,
Albania,ALB,2031,,0.03071396,
Albania,ALB,2032,,0.030260915,
Albania,ALB,2033,,0.029813025,
Albania,ALB,2034,,0.02936734,
Albania,ALB,2035,,0.028931055,
Albania,ALB,2036,,0.028501881,
Albania,ALB,2037,,0.028075427,
Albania,ALB,2038,,0.027655706,
Albania,ALB,2039,,0.027238104,
Albania,ALB,2040,,0.026825912,
Albania,ALB,2041,,0.02642388,
Albania,ALB,2042,,0.026030974,
Albania,ALB,2043,,0.025647862,
Albania,ALB,2044,,0.025274707,
Albania,ALB,2045,,0.024908599,
Albania,ALB,2046,,0.024546523,
Albania,ALB,2047,,0.024194881,
Albania,ALB,2048,,0.023851302,
Albania,ALB,2049,,0.02351234,
Albania,ALB,2050,,0.02317966,
Albania,ALB,2051,,0.022856265,
Albania,ALB,2052,,0.022539308,
Albania,ALB,2053,,0.022225317,
Albania,ALB,2054,,0.021916997,
Albania,ALB,2055,,0.021615312,
Albania,ALB,2056,,0.021321574,
Albania,ALB,2057,,0.021033956,
Albania,ALB,2058,,0.020751951,
Albania,ALB,2059,,0.020474898,
Albania,ALB,2060,,0.020201752,
Albania,ALB,2061,,0.01993429,
Albania,ALB,2062,,0.019671777,
Albania,ALB,2063,,0.019411746,
Albania,ALB,2064,,0.019155113,
Albania,ALB,2065,,0.01890238,
Albania,ALB,2066,,0.01865521,
Albania,ALB,2067,,0.018411156,
Albania,ALB,2068,,0.018168269,
Albania,ALB,2069,,0.017929448,
Albania,ALB,2070,,0.017693397,
Albania,ALB,2071,,0.017458502,
Albania,ALB,2072,,0.017224886,
Albania,ALB,2073,,0.01699352,
Albania,ALB,2074,,0.016761677,
Albania,ALB,2075,,0.016529774,
Albania,ALB,2076,,0.016302288,
Albania,ALB,2077,,0.016076203,
Albania,ALB,2078,,0.015851073,
Albania,ALB,2079,,0.015628928,
Albania,ALB,2080,,0.015406924,
Albania,ALB,2081,,0.015184401,
Albania,ALB,2082,,0.01496259,
Albania,ALB,2083,,0.014741457,
Albania,ALB,2084,,0.014522745,
Albania,ALB,2085,,0.014307024,
Albania,ALB,2086,,0.014094606,
Albania,ALB,2087,,0.013886596,
Albania,ALB,2088,,0.013681776,
Albania,ALB,2089,,0.013479983,
Albania,ALB,2090,,0.013283497,
Albania,ALB,2091,,0.01309252,
Albania,ALB,2092,,0.012907108,
Albania,ALB,2093,,0.012727833,
Albania,ALB,2094,,0.012554868,
Albania,ALB,2095,,0.012388481,
Albania,ALB,2096,,0.012228107,
Albania,ALB,2097,,0.01207337,
Albania,ALB,2098,,0.011923997,
Albania,ALB,2099,,0.011779835,
Albania,ALB,2100,,0.011640278,
Algeria,DZA,1916,0.000108019725,,
Algeria,DZA,1917,0.00020653084,,
Algeria,DZA,1918,0.00052347546,,
Algeria,DZA,1919,0.0006038553,,
Algeria,DZA,1920,0.00062139664,0.3032482,
Algeria,DZA,1921,0.0008257076,,
Algeria,DZA,1922,0.0007880871,,
Algeria,DZA,1923,0.0003971065,,
Algeria,DZA,1924,0.00079162203,,
Algeria,DZA,1925,0.0008815619,,
Algeria,DZA,1926,0.0010959895,,
Algeria,DZA,1927,0.0014608714,,
Algeria,DZA,1928,0.001828486,,
Algeria,DZA,1929,0.0018744644,,
Algeria,DZA,1930,0.002122359,0.31001297,
Algeria,DZA,1931,0.0027863823,,
Algeria,DZA,1932,0.0035465544,,
Algeria,DZA,1933,0.0035868676,,
Algeria,DZA,1934,0.0037975628,,
Algeria,DZA,1935,0.0034320343,,
Algeria,DZA,1936,0.0012126863,,
Algeria,DZA,1937,0.0015422147,,
Algeria,DZA,1938,0.00077964464,,
Algeria,DZA,1939,0.0036065131,,
Algeria,DZA,1940,0.0048756683,0.3323815,
Algeria,DZA,1941,0.0062299306,,
Algeria,DZA,1942,0.010001035,,
Algeria,DZA,1943,0.009234281,,
Algeria,DZA,1944,0.009644984,,
Algeria,DZA,1945,0.014341133,,
Algeria,DZA,1946,0.016526664,,
Algeria,DZA,1947,0.01439027,,
Algeria,DZA,1948,0.014719181,,
Algeria,DZA,1949,0.017451169,,
Algeria,DZA,1950,0.06380185,0.36173636,
Algeria,DZA,1951,0.06473752,0.36539754,
Algeria,DZA,1952,0.060134996,0.36845565,
Algeria,DZA,1953,0.060127426,0.37100425,
Algeria,DZA,1954,0.061157435,0.37285125,
Algeria,DZA,1955,0.061883967,0.37396455,
Algeria,DZA,1956,0.063021004,0.37497836,
Algeria,DZA,1957,0.06764386,0.37570757,
Algeria,DZA,1958,0.061946098,0.3762522,
Algeria,DZA,1959,0.06388724,0.37726933,
Algeria,DZA,1960,0.06552928,0.37887713,
Algeria,DZA,1961,0.06432175,0.3794248,
Algeria,DZA,1962,0.0580778,0.37782112,
Algeria,DZA,1963,0.052783422,0.37528473,
Algeria,DZA,1964,0.05213231,0.37310013,
Algeria,DZA,1965,0.05825096,0.37084585,
Algeria,DZA,1966,0.07098637,0.3698565,
Algeria,DZA,1967,0.068900324,0.370705,
Algeria,DZA,1968,0.07012814,0.37156332,
Algeria,DZA,1969,0.08184235,0.37231633,
Algeria,DZA,1970,0.10107278,0.37306914,
Algeria,DZA,1971,0.12028963,0.37399223,
Algeria,DZA,1972,0.17456606,0.37522456,
Algeria,DZA,1973,0.22403973,0.3767377,
Algeria,DZA,1974,0.18738772,0.37867695,
Algeria,DZA,1975,0.18766007,0.38515404,
Algeria,DZA,1976,0.21752639,0.39595065,
Algeria,DZA,1977,0.2262054,0.40342665,
Algeria,DZA,1978,0.3275175,0.40788865,
Algeria,DZA,1979,0.23226838,0.4128761,
Algeria,DZA,1980,0.3407978,0.4183638,
Algeria,DZA,1981,0.24361153,0.42441276,
Algeria,DZA,1982,0.20758216,0.43082073,
Algeria,DZA,1983,0.27645406,0.4376557,
Algeria,DZA,1984,0.36109146,0.4448178,
Algeria,DZA,1985,0.35747057,0.45201883,
Algeria,DZA,1986,0.36905423,0.45875686,
Algeria,DZA,1987,0.39474446,0.46425357,Upper-middle-income countries
Algeria,DZA,1988,0.37902445,0.46887538,Upper-middle-income countries
Algeria,DZA,1989,0.35649958,0.47291642,Lower-middle-income countries
Algeria,DZA,1990,0.33762005,0.47629043,Lower-middle-income countries
Algeria,DZA,1991,0.33988822,0.47959408,Lower-middle-income countries
Algeria,DZA,1992,0.35459295,0.48362908,Lower-middle-income countries
Algeria,DZA,1993,0.36010167,0.48782656,Lower-middle-income countries
Algeria,DZA,1994,0.38537204,0.491358,Lower-middle-income countries
Algeria,DZA,1995,0.4112552,0.4943704,Lower-middle-income countries
Algeria,DZA,1996,0.41239482,0.49696624,Lower-middle-income countries
Algeria,DZA,1997,0.36214146,0.49924657,Lower-middle-income countries
Algeria,DZA,1998,0.43835393,0.500313,Lower-middle-income countries
Algeria,DZA,1999,0.36794925,0.50048167,Lower-middle-income countries
Algeria,DZA,2000,0.33475792,0.5007353,Lower-middle-income countries
Algeria,DZA,2001,0.33781317,0.50090396,Lower-middle-income countries
Algeria,DZA,2002,0.3451415,0.50098115,Lower-middle-income countries
Algeria,DZA,2003,0.34182277,0.50115263,Lower-middle-income countries
Algeria,DZA,2004,0.32031503,0.5017129,Lower-middle-income countries
Algeria,DZA,2005,0.37479243,0.50264776,Lower-middle-income countries
Algeria,DZA,2006,0.34574506,0.5039908,Lower-middle-income countries
Algeria,DZA,2007,0.34847212,0.5059621,Lower-middle-income countries
Algeria,DZA,2008,0.3463451,0.5086884,Upper-middle-income countries
Algeria,DZA,2009,0.37682018,0.51192325,Upper-middle-income countries
Algeria,DZA,2010,0.3548195,0.5153748,Upper-middle-income countries
Algeria,DZA,2011,0.36254522,0.5189674,Upper-middle-income countries
Algeria,DZA,2012,0.3876406,0.52277607,Upper-middle-income countries
Algeria,DZA,2013,0.39880958,0.5268138,Upper-middle-income countries
Algeria,DZA,2014,0.4267486,0.5311172,Upper-middle-income countries
Algeria,DZA,2015,0.4521619,0.5357014,Upper-middle-income countries
Algeria,DZA,2016,0.44747767,0.5404568,Upper-middle-income countries
Algeria,DZA,2017,0.4589451,0.54527056,Upper-middle-income countries
Algeria,DZA,2018,0.47019672,0.549878,Upper-middle-income countries
Algeria,DZA,2019,0.4848675,0.55425584,Lower-middle-income countries
Algeria,DZA,2020,0.47877738,0.5584137,Lower-middle-income countries
Algeria,DZA,2021,0.48550394,0.56271785,Lower-middle-income countries
Algeria,DZA,2022,0.49487558,0.56695026,Lower-middle-income countries
Algeria,DZA,2023,0.4713558,0.5705108,Upper-middle-income countries
Algeria,DZA,-10000,,0.2685979,
Algeria,DZA,-9000,,0.35430908,
Algeria,DZA,-8000,,0.4591351,
Algeria,DZA,-7000,,0.57992876,
Algeria,DZA,-6000,,0.70256686,
Algeria,DZA,-5000,,0.81167495,
Algeria,DZA,-4000,,0.8979363,
Algeria,DZA,-3000,,0.96885496,
Algeria,DZA,-2000,,0.9903355,
Algeria,DZA,-1000,,1.0854112,
Algeria,DZA,0,,0.86086327,
Algeria,DZA,100,,0.82655466,
Algeria,DZA,200,,0.79747623,
Algeria,DZA,300,,0.82628125,
Algeria,DZA,400,,0.7628088,
Algeria,DZA,500,,0.712981,
Algeria,DZA,600,,0.65174234,
Algeria,DZA,700,,0.6232658,
Algeria,DZA,800,,0.59467554,
Algeria,DZA,900,,0.5945825,
Algeria,DZA,1000,,0.61830944,
Algeria,DZA,1100,,0.49008533,
Algeria,DZA,1200,,0.42729855,
Algeria,DZA,1300,,0.3693166,
Algeria,DZA,1400,,0.33234668,
Algeria,DZA,1500,,0.29818043,
Algeria,DZA,1600,,0.43592182,
Algeria,DZA,1700,,0.29389197,
Algeria,DZA,1710,,0.29584488,
Algeria,DZA,1720,,0.2941291,
Algeria,DZA,1730,,0.29583398,
Algeria,DZA,1740,,0.2937793,
Algeria,DZA,1750,,0.2842571,
Algeria,DZA,1760,,0.28157133,
Algeria,DZA,1770,,0.2775223,
Algeria,DZA,1780,,0.26372305,
Algeria,DZA,1790,,0.26046374,
Algeria,DZA,1800,,0.26180962,
Algeria,DZA,1810,,0.25199062,
Algeria,DZA,1820,,0.25206387,
Algeria,DZA,1830,,0.23845306,
Algeria,DZA,1840,,0.23043883,
Algeria,DZA,1850,,0.22164515,
Algeria,DZA,1860,,0.2334574,
Algeria,DZA,1870,,0.25831446,
Algeria,DZA,1880,,0.26974505,
Algeria,DZA,1890,,0.27528018,
Algeria,DZA,1900,,0.28263506,
Algeria,DZA,1910,,0.30539334,
Algeria,DZA,2024,,0.573566,
Algeria,DZA,2025,,0.57625777,
Algeria,DZA,2026,,0.5786074,
Algeria,DZA,2027,,0.5806293,
Algeria,DZA,2028,,0.5824078,
Algeria,DZA,2029,,0.5839552,
Algeria,DZA,2030,,0.5852892,
Algeria,DZA,2031,,0.5864798,
Algeria,DZA,2032,,0.58763105,
Algeria,DZA,2033,,0.58876383,
Algeria,DZA,2034,,0.58986026,
Algeria,DZA,2035,,0.5910585,
Algeria,DZA,2036,,0.59231085,
Algeria,DZA,2037,,0.59357995,
Algeria,DZA,2038,,0.5949292,
Algeria,DZA,2039,,0.5963895,
Algeria,DZA,2040,,0.5979333,
Algeria,DZA,2041,,0.59954834,
Algeria,DZA,2042,,0.6012695,
Algeria,DZA,2043,,0.60308,
Algeria,DZA,2044,,0.6049728,
Algeria,DZA,2045,,0.6069104,
Algeria,DZA,2046,,0.6088569,
Algeria,DZA,2047,,0.6107703,
Algeria,DZA,2048,,0.6126694,
Algeria,DZA,2049,,0.6145406,
Algeria,DZA,2050,,0.61634123,
Algeria,DZA,2051,,0.6180381,
Algeria,DZA,2052,,0.619539,
Algeria,DZA,2053,,0.6208947,
Algeria,DZA,2054,,0.62216103,
Algeria,DZA,2055,,0.6232708,
Algeria,DZA,2056,,0.62425685,
Algeria,DZA,2057,,0.6250719,
Algeria,DZA,2058,,0.62570864,
Algeria,DZA,2059,,0.62622297,
Algeria,DZA,2060,,0.62657434,
Algeria,DZA,2061,,0.6267665,
Algeria,DZA,2062,,0.6269081,
Algeria,DZA,2063,,0.62699026,
Algeria,DZA,2064,,0.6270115,
Algeria,DZA,2065,,0.62701845,
Algeria,DZA,2066,,0.6269719,
Algeria,DZA,2067,,0.62691003,
Algeria,DZA,2068,,0.626854,
Algeria,DZA,2069,,0.6268137,
Algeria,DZA,2070,,0.6267292,
Algeria,DZA,2071,,0.6267337,
Algeria,DZA,2072,,0.6269086,
Algeria,DZA,2073,,0.6271161,
Algeria,DZA,2074,,0.6273722,
Algeria,DZA,2075,,0.62769794,
Algeria,DZA,2076,,0.6280236,
Algeria,DZA,2077,,0.6283689,
Algeria,DZA,2078,,0.62877196,
Algeria,DZA,2079,,0.62921125,
Algeria,DZA,2080,,0.6296823,
Algeria,DZA,2081,,0.63012385,
Algeria,DZA,2082,,0.6305347,
Algeria,DZA,2083,,0.6309675,
Algeria,DZA,2084,,0.6314301,
Algeria,DZA,2085,,0.631919,
Algeria,DZA,2086,,0.6324242,
Algeria,DZA,2087,,0.6328901,
Algeria,DZA,2088,,0.6333027,
Algeria,DZA,2089,,0.6336334,
Algeria,DZA,2090,,0.6339391,
Algeria,DZA,2091,,0.6341966,
Algeria,DZA,2092,,0.6343553,
Algeria,DZA,2093,,0.6345264,
Algeria,DZA,2094,,0.6346064,
Algeria,DZA,2095,,0.634577,
Algeria,DZA,2096,,0.6344961,
Algeria,DZA,2097,,0.6343473,
Algeria,DZA,2098,,0.63412434,
Algeria,DZA,2099,,0.6338165,
Algeria,DZA,2100,,0.6334628,
American Samoa,ASM,0,,4.305356e-7,
American Samoa,ASM,100,,8.4369606e-7,
American Samoa,ASM,200,,0.0000016613907,
American Samoa,ASM,300,,0.000002635013,
American Samoa,ASM,400,,0.0000037236705,
American Samoa,ASM,500,,0.0000051303136,
American Samoa,ASM,600,,0.0000073627143,
American Samoa,ASM,700,,0.000011137215,
American Samoa,ASM,800,,0.00001609122,
American Samoa,ASM,900,,0.000022497716,
American Samoa,ASM,1000,,0.00003246125,
American Samoa,ASM,1100,,0.00003945815,
American Samoa,ASM,1200,,0.00005307498,
American Samoa,ASM,1300,,0.000077808545,
American Samoa,ASM,1400,,0.00012050393,
American Samoa,ASM,1500,,0.00015883078,
American Samoa,ASM,1600,,0.00023229788,
American Samoa,ASM,1700,,0.00030212096,
American Samoa,ASM,1710,,0.00030648446,
American Samoa,ASM,1720,,0.00030747405,
American Samoa,ASM,1730,,0.00031271428,
American Samoa,ASM,1740,,0.0003145703,
American Samoa,ASM,1750,,0.00030865046,
American Samoa,ASM,1760,,0.00031043254,
American Samoa,ASM,1770,,0.00031112935,
American Samoa,ASM,1780,,0.00030101722,
American Samoa,ASM,1790,,0.00030288825,
American Samoa,ASM,1800,,0.00031469515,
American Samoa,ASM,1810,,0.000307406,
American Samoa,ASM,1820,,0.00031333766,
American Samoa,ASM,1830,,0.00030691372,
American Samoa,ASM,1840,,0.00030750042,
American Samoa,ASM,1850,,0.0003051202,
American Samoa,ASM,1860,,0.00030792798,
American Samoa,ASM,1870,,0.00034623756,
American Samoa,ASM,1880,,0.00036743926,
American Samoa,ASM,1890,,0.00038116623,
American Samoa,ASM,1900,,0.00039739365,
American Samoa,ASM,1910,,0.00041489388,
American Samoa,ASM,1920,,0.00046492033,
American Samoa,ASM,1930,,0.00051063276,
American Samoa,ASM,1940,,0.00055435783,
American Samoa,ASM,1950,,0.00076491333,
American Samoa,ASM,1951,,0.00076663616,
American Samoa,ASM,1952,,0.00075755984,
American Samoa,ASM,1953,,0.0007475401,
American Samoa,ASM,1954,,0.0007365143,
American Samoa,ASM,1955,,0.00072538137,
American Samoa,ASM,1956,,0.0007139919,
American Samoa,ASM,1957,,0.0007005143,
American Samoa,ASM,1958,,0.0006852384,
American Samoa,ASM,1959,,0.00067196,
American Samoa,ASM,1960,,0.000668486,
American Samoa,ASM,1961,,0.00067493896,
American Samoa,ASM,1962,,0.000682499,
American Samoa,ASM,1963,,0.00068876677,
American Samoa,ASM,1964,,0.0006951168,
American Samoa,ASM,1965,,0.000702617,
American Samoa,ASM,1966,,0.0007096565,
American Samoa,ASM,1967,,0.00071658625,
American Samoa,ASM,1968,,0.0007229237,
American Samoa,ASM,1969,,0.0007291908,
American Samoa,ASM,1970,,0.00073216006,
American Samoa,ASM,1971,,0.00073093135,
American Samoa,ASM,1972,,0.0007287282,
American Samoa,ASM,1973,,0.0007259989,
American Samoa,ASM,1974,,0.00072299776,
American Samoa,ASM,1975,,0.00072237564,
American Samoa,ASM,1976,,0.00072338845,
American Samoa,ASM,1977,,0.0007241343,
American Samoa,ASM,1978,,0.00072454085,
American Samoa,ASM,1979,,0.0007240864,
American Samoa,ASM,1980,,0.00072908885,
American Samoa,ASM,1981,,0.0007420546,
American Samoa,ASM,1982,,0.0007574133,
American Samoa,ASM,1983,,0.00077258825,
American Samoa,ASM,1984,,0.0007881141,
American Samoa,ASM,1985,,0.00080358295,
American Samoa,ASM,1986,,0.0008186245,
American Samoa,ASM,1987,,0.00083360623,High-income countries
American Samoa,ASM,1988,,0.00084858155,High-income countries
American Samoa,ASM,1989,,0.00086364674,High-income countries
American Samoa,ASM,1990,,0.00087576435,Upper-middle-income countries
American Samoa,ASM,1991,,0.0008840438,Upper-middle-income countries
American Samoa,ASM,1992,,0.0008909388,Upper-middle-income countries
American Samoa,ASM,1993,,0.00089739065,Upper-middle-income countries
American Samoa,ASM,1994,,0.00090340123,Upper-middle-income countries
American Samoa,ASM,1995,,0.00090880535,Upper-middle-income countries
American Samoa,ASM,1996,,0.00091368525,Upper-middle-income countries
American Samoa,ASM,1997,,0.0009179232,Upper-middle-income countries
American Samoa,ASM,1998,,0.00092148135,Upper-middle-income countries
American Samoa,ASM,1999,,0.00092404237,Upper-middle-income countries
American Samoa,ASM,2000,,0.0009215771,Upper-middle-income countries
American Samoa,ASM,2001,,0.00091243134,Upper-middle-income countries
American Samoa,ASM,2002,,0.0009006379,Upper-middle-income countries
American Samoa,ASM,2003,,0.00088761357,Upper-middle-income countries
American Samoa,ASM,2004,,0.0008740227,Upper-middle-income countries
American Samoa,ASM,2005,,0.00085983385,Upper-middle-income countries
American Samoa,ASM,2006,,0.0008452433,Upper-middle-income countries
American Samoa,ASM,2007,,0.00083070056,Upper-middle-income countries
American Samoa,ASM,2008,,0.0008159595,Upper-middle-income countries
American Samoa,ASM,2009,,0.0008011376,Upper-middle-income countries
American Samoa,ASM,2010,,0.0007867717,Upper-middle-income countries
American Samoa,ASM,2011,,0.00077229063,Upper-middle-income countries
American Samoa,ASM,2012,,0.0007568875,Upper-middle-income countries
American Samoa,ASM,2013,,0.00074091513,Upper-middle-income countries
American Samoa,ASM,2014,,0.00072463806,Upper-middle-income countries
American Samoa,ASM,2015,,0.0007080524,Upper-middle-income countries
American Samoa,ASM,2016,,0.0006914153,Upper-middle-income countries
American Samoa,ASM,2017,,0.0006749749,Upper-middle-income countries
American Samoa,ASM,2018,,0.000658844,Upper-middle-income countries
American Samoa,ASM,2019,,0.0006430433,Upper-middle-income countries
American Samoa,ASM,2020,,0.0006311524,Upper-middle-income countries
American Samoa,ASM,2021,,0.00061912526,Upper-middle-income countries
American Samoa,ASM,2022,,0.00060294906,High-income countries
American Samoa,ASM,2023,,0.00058755017,High-income countries
American Samoa,ASM,2024,,0.0005732683,
American Samoa,ASM,2025,,0.0005594651,
American Samoa,ASM,2026,,0.00054623245,
American Samoa,ASM,2027,,0.0005338212,
American Samoa,ASM,2028,,0.0005224723,
American Samoa,ASM,2029,,0.0005116846,
American Samoa,ASM,2030,,0.0005015798,
American Samoa,ASM,2031,,0.00049221003,
American Samoa,ASM,2032,,0.0004833742,
American Samoa,ASM,2033,,0.0004749899,
American Samoa,ASM,2034,,0.0004672598,
American Samoa,ASM,2035,,0.00045988781,
American Samoa,ASM,2036,,0.0004530228,
American Samoa,ASM,2037,,0.00044669982,
American Samoa,ASM,2038,,0.0004407092,
American Samoa,ASM,2039,,0.00043501053,
American Samoa,ASM,2040,,0.0004293907,
American Samoa,ASM,2041,,0.00042427215,
American Samoa,ASM,2042,,0.00041951903,
American Samoa,ASM,2043,,0.00041505948,
American Samoa,ASM,2044,,0.00041078296,
American Samoa,ASM,2045,,0.00040669984,
American Samoa,ASM,2046,,0.00040292417,
American Samoa,ASM,2047,,0.00039907513,
American Samoa,ASM,2048,,0.00039553063,
American Samoa,ASM,2049,,0.0003920367,
American Samoa,ASM,2050,,0.0003887472,
American Samoa,ASM,2051,,0.0003855035,
American Samoa,ASM,2052,,0.00038225198,
American Samoa,ASM,2053,,0.00037909255,
American Samoa,ASM,2054,,0.000375961,
American Samoa,ASM,2055,,0.00037281244,
American Samoa,ASM,2056,,0.00036964144,
American Samoa,ASM,2057,,0.00036657578,
American Samoa,ASM,2058,,0.00036357087,
American Samoa,ASM,2059,,0.0003607426,
American Samoa,ASM,2060,,0.00035796544,
American Samoa,ASM,2061,,0.00035539543,
American Samoa,ASM,2062,,0.0003528181,
American Samoa,ASM,2063,,0.00035042918,
American Samoa,ASM,2064,,0.00034818568,
American Samoa,ASM,2065,,0.00034613462,
American Samoa,ASM,2066,,0.00034413504,
